"ENTREZID","SYMBOL","GENENAME","X1.RD.dux4_no.dox_16hr_expt11.bam","X2.RD.dux4_with.dox_16hr_expt11.bam","X3.RD.dux4_no.dox_16hr_expt14.bam","X4.RD.dux4_with.dox_16hr_expt14.bam","X5.RD.dux4_no.dox_18hr_expt16.bam","X6.RD.dux4_with.dox_18hr_expt16.bam"
677806,"SNORA20","small nucleolar RNA, H/ACA box 20",2,4,1,1,0,4
80131,"LRRC8E","leucine-rich repeat containing 8 family member E",168,44,181,47,171,44
10600,"USP16","ubiquitin specific peptidase 16",1087,508,1209,482,1281,581
3396,"ICT1","immature colon carcinoma transcript 1",346,93,321,59,304,104
2905,"GRIN2C","glutamate ionotropic receptor NMDA type subunit 2C",2,7,2,6,10,6
63977,"PRDM15","PR domain 15",521,157,683,156,532,176
5696,"PSMB8","proteasome subunit beta 8",277,40,92,29,202,47
1906,"EDN1","endothelin 1",1,9,2,2,8,7
646643,"SBK2","SH3 domain binding kinase family member 2",60,12,99,16,45,5
375593,"TRIM73","tripartite motif containing 73",2,1,1,9,5,5
93589,"CACNA2D4","calcium voltage-gated channel auxiliary subunit alpha2delta 4",24,2,40,6,17,1
57480,"PLEKHG1","pleckstrin homology and RhoGEF domain containing G1",1,2,0,3,0,1
84163,"GTF2IRD2","GTF2I repeat domain containing 2",82,64,134,70,124,56
728769,"SCAMP1-AS1","SCAMP1 antisense RNA 1",99,19,80,19,94,25
5245,"PHB","prohibitin",4929,1966,4530,1885,4967,2305
285955,"SPDYE1","speedy/RINGO cell cycle regulator family member E1",56,51,107,52,41,37
197135,"PATL2","protein associated with topoisomerase II homolog 2 (yeast)",10,1,5,0,13,0
7511,"XPNPEP1","X-prolyl aminopeptidase (aminopeptidase P) 1, soluble",2859,804,2478,725,2725,956
163255,"ZNF540","zinc finger protein 540",28,1,25,5,27,5
53346,"TM6SF1","transmembrane 6 superfamily member 1",1,1,9,18,5,7
6505,"SLC1A1","solute carrier family 1 member 1",0,3,0,1,2,4
139716,"GAB3","GRB2 associated binding protein 3",62,8,30,5,61,13
132158,"GLYCTK","glycerate kinase",193,31,162,53,173,50
3490,"IGFBP7","insulin like growth factor binding protein 7",1,2,1,3,0,2
64399,"HHIP","hedgehog interacting protein",0,2,1,2,1,3
653720,"GOLGA8M","golgin A8 family member M",1,2,0,2,1,3
153918,"ZC2HC1B","zinc finger C2HC-type containing 1B",1,3,0,1,0,2
5274,"SERPINI1","serpin peptidase inhibitor, clade I (neuroserpin), member 1",454,330,1047,1096,695,525
100996251,"LOC100996251","uncharacterized LOC100996251",3,8,10,8,11,9
114034,"TOE1","target of EGR1, member 1 (nuclear)",940,239,881,242,1080,376
316,"AOX1","aldehyde oxidase 1",1,4,5,4,3,6
728463,"TGFB2-AS1","TGFB2 antisense RNA 1 (head to head)",0,1,0,3,1,2
100288332,"NPIPA5","nuclear pore complex interacting protein family member A5",903,256,942,237,1147,381
23013,"SPEN","spen family transcriptional repressor",3107,1525,4423,2149,3593,1730
2776,"GNAQ","G protein subunit alpha q",1895,826,1713,719,1872,881
54923,"LIME1","Lck interacting transmembrane adaptor 1",312,81,242,65,331,92
641371,"ACOT1","acyl-CoA thioesterase 1",246,68,215,39,283,80
84286,"TMEM175","transmembrane protein 175",131,29,142,44,179,39
54974,"THG1L","tRNA-histidine guanylyltransferase 1 like",321,99,343,74,345,108
100505696,"SH3BP5-AS1","SH3BP5 antisense RNA 1",78,18,117,25,98,23
399694,"SHC4","SHC (Src homology 2 domain containing) family member 4",27,12,13,22,19,13
54965,"PIGX","phosphatidylinositol glycan anchor biosynthesis class X",509,144,569,162,559,183
149986,"LSM14B","LSM family member 14B",2015,589,2044,636,1974,648
200539,"ANKRD23","ankyrin repeat domain 23",69,13,86,20,84,20
3090,"HIC1","hypermethylated in cancer 1",101,52,61,35,74,53
79839,"CCDC102B","coiled-coil domain containing 102B",485,242,772,349,721,418
4829,"NMBR","neuromedin B receptor",1,5,3,2,0,3
6753,"SSTR3","somatostatin receptor 3",123,21,198,39,96,27
23505,"TMEM131","transmembrane protein 131",3272,1314,3182,1295,3280,1523
60489,"APOBEC3G","apolipoprotein B mRNA editing enzyme catalytic subunit 3G",58,10,27,7,61,7
55666,"NPLOC4","NPL4 homolog, ubiquitin recognition factor",2271,901,2102,976,2526,1080
84068,"SLC10A7","solute carrier family 10 member 7",140,66,147,76,170,86
79587,"CARS2","cysteinyl-tRNA synthetase 2, mitochondrial (putative)",624,173,584,170,664,222
100151684,"RNU6ATAC","RNA, U6atac small nuclear (U12-dependent splicing)",4,6,2,2,2,5
126147,"NTN5","netrin 5",0,2,0,1,1,3
2487,"FRZB","frizzled-related protein",0,2,0,1,1,3
9581,"PREPL","prolyl endopeptidase-like",2188,893,2322,954,2150,1039
441459,"ANKRD18B","ankyrin repeat domain 18B",155,32,430,73,178,41
203190,"LGI3","leucine-rich repeat LGI family member 3",1,4,3,5,2,2
1453,"CSNK1D","casein kinase 1 delta",2576,928,2309,1122,2620,1199
201158,"TVP23C","trans-golgi network vesicle protein 23 homolog C (S. cerevisiae)",151,62,160,70,158,113
85012,"TCEAL3","transcription elongation factor A like 3",42,8,65,9,50,13
100506714,"NUP50-AS1","NUP50 antisense RNA 1 (head to head)",43,8,42,7,38,7
1113,"CHGA","chromogranin A",1,5,2,4,6,5
10781,"ZNF266","zinc finger protein 266",504,192,431,213,529,268
729683,"LOC729683","uncharacterized LOC729683",83,17,100,24,100,25
79924,"ADM2","adrenomedullin 2",6,7,5,4,10,12
140711,"TLDC2","TBC/LysM-associated domain containing 2",12,2,13,0,22,2
130617,"ZFAND2B","zinc finger AN1-type containing 2B",532,121,516,155,539,193
1843,"DUSP1","dual specificity phosphatase 1",214,86,200,97,235,135
79190,"IRX6","iroquois homeobox 6",145,18,133,22,217,64
2310,"FOXO3B","forkhead box O3B pseudogene",156,87,191,81,181,94
10592,"SMC2","structural maintenance of chromosomes 2",5199,1521,6789,1923,5863,1885
493812,"HCG11","HLA complex group 11 (non-protein coding)",0,1,0,2,1,3
25979,"DHRS7B","dehydrogenase/reductase (SDR family) member 7B",148,35,146,34,204,56
25855,"BRMS1","breast cancer metastasis suppressor 1",1159,461,973,437,1234,654
10011,"SRA1","steroid receptor RNA activator 1",535,152,483,155,622,174
101929231,"LOC101929231","uncharacterized LOC101929231",1,4,3,3,1,3
10076,"PTPRU","protein tyrosine phosphatase, receptor type U",820,190,930,292,1174,339
55731,"FAM222B","family with sequence similarity 222 member B",612,151,504,126,703,226
54084,"TSPEAR","thrombospondin-type laminin G domain and EAR repeats",30,15,27,14,23,28
1738,"DLD","dihydrolipoamide dehydrogenase",2971,1233,2955,1238,2985,1343
9144,"SYNGR2","synaptogyrin 2",191,36,184,56,184,55
171177,"RHOV","ras homolog family member V",17,2,30,3,23,4
23408,"SIRT5","sirtuin 5",281,58,269,78,271,93
83544,"DNAL1","dynein axonemal light chain 1",571,224,650,307,612,316
143686,"SESN3","sestrin 3",140,28,189,54,166,34
284403,"WDR62","WD repeat domain 62",970,264,803,217,1065,339
51085,"MLXIPL","MLX interacting protein-like",2,3,3,3,1,5
7697,"ZNF138","zinc finger protein 138",354,93,379,99,412,139
400657,"LINC00909","long intergenic non-protein coding RNA 909",231,51,325,90,276,70
8370,"HIST2H4A","histone cluster 2, H4a",144,65,121,77,198,104
116093,"DIRC1","disrupted in renal carcinoma 1",1,2,0,1,0,3
2296,"FOXC1","forkhead box C1",220,103,99,85,119,78
79363,"RSG1","REM2 and RAB like small GTPase 1",46,1,41,7,18,6
7070,"THY1","Thy-1 cell surface antigen",4952,1279,3603,826,4794,1534
8751,"ADAM15","ADAM metallopeptidase domain 15",2043,554,1473,390,1915,565
3948,"LDHC","lactate dehydrogenase C",1,3,1,3,0,1
55898,"UNC45A","unc-45 myosin chaperone A",2027,570,1755,520,1911,662
3059,"HCLS1","hematopoietic cell-specific Lyn substrate 1",1,4,4,1,3,10
3074,"HEXB","hexosaminidase subunit beta",1349,611,943,455,1369,736
548644,"POLR2J3","polymerase (RNA) II subunit J3",1344,391,1458,384,1280,475
55163,"PNPO","pyridoxamine 5'-phosphate oxidase",631,128,354,90,475,151
79791,"FBXO31","F-box protein 31",964,416,917,406,962,433
440400,"RNASEK","ribonuclease K",58,27,39,23,46,39
9728,"SECISBP2L","SECIS binding protein 2 like",725,293,723,358,763,338
4974,"OMG","oligodendrocyte myelin glycoprotein",1,4,0,3,0,0
8527,"DGKD","diacylglycerol kinase delta",3060,741,2257,580,2948,1020
100874078,"EIF1AX-AS1","EIF1AX antisense RNA 1",0,1,1,2,0,3
9577,"BRE","brain and reproductive organ-expressed (TNFRSF1A modulator)",809,223,745,250,825,245
11158,"RABL2B","RAB, member of RAS oncogene family-like 2B",490,127,561,177,606,177
2729,"GCLC","glutamate-cysteine ligase catalytic subunit",483,220,516,224,612,290
653857,"ACTR3C","ARP3 actin-related protein 3 homolog C (yeast)",91,20,94,22,75,14
81619,"TSPAN14","tetraspanin 14",1171,332,1009,330,1212,375
11037,"STON1","stonin 1",28,8,54,8,57,8
6123,"RPL3L","ribosomal protein L3 like",0,5,4,3,4,6
3720,"JARID2","jumonji and AT-rich interaction domain containing 2",692,312,884,375,830,412
84883,"AIFM2","apoptosis inducing factor, mitochondria associated 2",185,35,125,36,174,50
100775104,"KLHL7-AS1","KLHL7 antisense RNA 1 (head to head)",3,5,1,3,6,7
163732,"CITED4","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4",23,13,2,15,23,22
3931,"LCAT","lecithin-cholesterol acyltransferase",87,16,80,6,104,31
54952,"TRNAU1AP","tRNA selenocysteine 1 associated protein 1",333,74,343,94,333,120
10494,"STK25","serine/threonine kinase 25",6815,1914,7683,2419,7661,2651
222553,"SLC35F1","solute carrier family 35 member F1",3,4,3,8,5,3
55193,"PBRM1","polybromo 1",3754,1132,4503,1311,3928,1170
9031,"BAZ1B","bromodomain adjacent to zinc finger domain 1B",7698,3293,8256,3549,8205,3533
136263,"SSMEM1","serine-rich single-pass membrane protein 1",0,2,1,4,1,1
253832,"ZDHHC20","zinc finger DHHC-type containing 20",1358,587,1588,648,1466,702
54462,"CCSER2","coiled-coil serine rich protein 2",478,126,512,132,492,181
200159,"C1orf100","chromosome 1 open reading frame 100",0,4,1,1,1,2
23028,"KDM1A","lysine demethylase 1A",5362,2094,5265,2162,5875,2635
805,"CALM2","calmodulin 2 (phosphorylase kinase, delta)",7368,3260,6796,2636,7784,4017
10309,"CCNO","cyclin O",155,30,141,27,124,47
100534593,"STX16-NPEPL1","STX16-NPEPL1 readthrough (NMD candidate)",14,2,22,2,30,4
10400,"PEMT","phosphatidylethanolamine N-methyltransferase",216,44,221,49,227,84
2635,"GBP3","guanylate binding protein 3",47,40,16,15,34,22
7188,"TRAF5","TNF receptor associated factor 5",595,155,544,182,652,201
256329,"LMNTD2","lamin tail domain containing 2",2,3,4,6,4,5
100130691,"LOC100130691","uncharacterized LOC100130691",16,0,11,2,26,3
392843,"IQCA1L","IQ motif containing with AAA domain 1 like",1,5,0,3,1,0
55194,"EVA1B","eva-1 homolog B (C. elegans)",149,38,116,21,140,37
5970,"RELA","v-rel avian reticuloendotheliosis viral oncogene homolog A",1569,410,1346,298,1537,556
400410,"ST20","suppressor of tumorigenicity 20",41,1,36,5,46,13
55677,"IWS1","IWS1, SUPT6H interacting protein",1876,569,2090,535,2280,802
8085,"KMT2D","lysine methyltransferase 2D",4133,961,7700,1744,4163,1183
147923,"ZNF420","zinc finger protein 420",228,59,236,47,265,89
23140,"ZZEF1","zinc finger ZZ-type and EF-hand domain containing 1",1377,405,1821,506,1592,507
51161,"C3orf18","chromosome 3 open reading frame 18",48,1,22,9,44,6
80336,"PABPC1L","poly(A) binding protein, cytoplasmic 1-like",688,159,533,146,719,243
165082,"ADGRF3","adhesion G protein-coupled receptor F3",5,9,5,6,10,6
201475,"RAB12","RAB12, member RAS oncogene family",944,281,966,250,1000,358
3654,"IRAK1","interleukin 1 receptor associated kinase 1",5674,1511,4510,1336,5579,1921
9266,"CYTH2","cytohesin 2",1355,549,1190,543,1372,616
84909,"C9orf3","chromosome 9 open reading frame 3",1535,618,1559,740,1788,758
339210,"C17orf67","chromosome 17 open reading frame 67",63,36,69,38,58,34
283375,"SLC39A5","solute carrier family 39 member 5",1,1,0,3,1,3
84700,"MYO18B","myosin XVIIIB",942,181,1432,412,1191,301
692223,"SNORD97","small nucleolar RNA, C/D box 97",1,3,1,1,0,3
220002,"CYB561A3","cytochrome b561 family member A3",631,139,459,145,529,178
135,"ADORA2A","adenosine A2a receptor",11,0,5,0,10,1
103157000,"PAUPAR","PAX6 upstream antisense RNA",0,1,0,4,1,1
57102,"C12orf4","chromosome 12 open reading frame 4",1203,481,1249,513,1219,590
4792,"NFKBIA","NFKB inhibitor alpha",293,77,243,81,322,76
161142,"FAM71D","family with sequence similarity 71 member D",2,7,4,3,4,4
79759,"ZNF668","zinc finger protein 668",1202,463,1003,457,1110,552
1975,"EIF4B","eukaryotic translation initiation factor 4B",10165,3087,10129,3081,10188,3758
7010,"TEK","TEK receptor tyrosine kinase",394,84,213,42,311,87
285463,"CTBP1-AS","CTBP1 antisense RNA",29,3,37,5,28,7
4122,"MAN2A2","mannosidase alpha class 2A member 2",576,133,874,246,672,140
56992,"KIF15","kinesin family member 15",2109,1069,2626,1100,2566,1092
126074,"SWSAP1","SWIM-type zinc finger 7 associated protein 1",53,12,56,4,66,17
11333,"PDAP1","PDGFA associated protein 1",3704,1035,3242,939,3509,1277
220,"ALDH1A3","aldehyde dehydrogenase 1 family member A3",167,44,173,45,344,70
2274,"FHL2","four and a half LIM domains 2",1306,334,1173,281,985,381
1019,"CDK4","cyclin-dependent kinase 4",4655,1353,4353,1185,4769,1738
50489,"CD207","CD207 molecule",15,0,11,3,28,2
9276,"COPB2","coatomer protein complex subunit beta 2 (beta prime)",4727,2022,5102,2029,5100,2267
6554,"SLC10A1","solute carrier family 10 member 1",2,6,4,4,3,3
2525,"FUT3","fucosyltransferase 3 (Lewis blood group)",3,5,2,4,3,3
100507424,"LOC100507424","uncharacterized LOC100507424",30,5,37,3,36,9
100507117,"ASAP1-IT2","ASAP1 intronic transcript 2",2,3,0,3,1,2
100381270,"ZBED6","zinc finger BED-type containing 6",272,211,510,278,281,140
112752,"IFT43","intraflagellar transport 43",224,54,242,67,259,81
57562,"CEP126","centrosomal protein 126kDa",29,6,30,5,39,5
5606,"MAP2K3","mitogen-activated protein kinase kinase 3",575,121,346,100,454,143
23180,"RFTN1","raftlin, lipid raft linker 1",891,223,773,270,981,307
727910,"TLCD2","TLC domain containing 2",32,22,34,20,43,26
3732,"CD82","CD82 molecule",2525,745,2788,755,2285,773
133383,"SETD9","SET domain containing 9",296,86,306,82,324,98
10443,"N4BP2L2","NEDD4 binding protein 2-like 2",1021,284,1113,339,1139,396
5700,"PSMC1","proteasome 26S subunit, ATPase 1",1816,703,1760,773,1789,822
130535,"KCTD18","potassium channel tetramerization domain containing 18",209,52,250,66,267,81
1663,"DDX11","DEAD/H-box helicase 11",2678,764,2407,772,2795,972
441425,"ANKRD20A3","ankyrin repeat domain 20 family member A3",22,31,68,25,29,32
9851,"KIAA0753","KIAA0753",649,188,680,204,698,230
1378,"CR1","complement component 3b/4b receptor 1 (Knops blood group)",1,1,0,4,0,1
28981,"IFT81","intraflagellar transport 81",692,188,600,195,691,214
2585,"GALK2","galactokinase 2",52,31,46,31,41,23
4778,"NFE2","nuclear factor, erythroid 2",13,4,2,9,5,12
284757,"MIR646HG","MIR646 host gene",13,15,23,9,32,33
93343,"MVB12A","multivesicular body subunit 12A",576,153,489,125,590,199
157695,"TDRP","testis development related protein",194,46,226,52,214,74
26585,"GREM1","gremlin 1, DAN family BMP antagonist",4,3,1,4,1,4
10343,"PKDREJ","polycystin (PKD) family receptor for egg jelly",27,24,41,19,18,19
64975,"MRPL41","mitochondrial ribosomal protein L41",1335,506,1220,561,1184,587
79442,"LRRC2","leucine rich repeat containing 2",1,4,0,0,0,3
57143,"ADCK1","aarF domain containing kinase 1",118,28,155,36,182,49
100302652,"GPR75-ASB3","GPR75-ASB3 readthrough",6,5,1,6,5,5
126075,"CCDC159","coiled-coil domain containing 159",3,4,4,5,7,8
4775,"NFATC3","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3",1916,515,2357,717,2183,699
10930,"APOBEC2","apolipoprotein B mRNA editing enzyme catalytic subunit 2",13,3,79,8,29,3
55330,"BLOC1S4","biogenesis of lysosomal organelles complex 1 subunit 4",171,34,165,45,193,61
23761,"PISD","phosphatidylserine decarboxylase",985,431,957,388,938,460
2537,"IFI6","interferon, alpha-inducible protein 6",471,231,323,204,664,339
9514,"GAL3ST1","galactose-3-O-sulfotransferase 1",1,3,2,3,0,2
9096,"TBX18","T-box 18",1973,469,1182,296,1627,489
25939,"SAMHD1","SAM domain and HD domain 1",1432,377,1033,293,1211,366
253512,"SLC25A30","solute carrier family 25 member 30",174,51,167,27,149,39
80274,"SCUBE1","signal peptide, CUB domain and EGF like domain containing 1",10,17,20,14,15,7
400863,NA,NA,15,4,21,1,25,2
114796,"PSMG3-AS1","PSMG3 antisense RNA 1 (head to head)",129,30,175,46,141,30
100506746,"LOC100506746","uncharacterized LOC100506746",2,4,3,3,4,6
7267,"TTC3","tetratricopeptide repeat domain 3",5376,1472,7419,2086,5839,1703
283687,"ST20-AS1","ST20 antisense RNA 1",35,15,46,35,35,27
4438,"MSH4","mutS homolog 4",6,5,6,4,3,9
5652,"PRSS8","protease, serine 8",1,1,4,8,2,4
131377,"KLHL40","kelch like family member 40",14,1,35,6,28,2
6876,"TAGLN","transgelin",88,39,118,71,93,58
10142,"AKAP9","A-kinase anchoring protein 9",2216,656,3459,896,2827,849
79070,"KDELC1","KDEL motif containing 1",257,129,370,138,311,202
121260,"SLC15A4","solute carrier family 15 member 4",501,112,493,140,466,177
442497,"LOC442497","uncharacterized LOC442497",1,2,0,4,2,2
2151,"F2RL2","coagulation factor II thrombin receptor like 2",26,29,14,6,33,28
23017,"FAIM2","Fas apoptotic inhibitory molecule 2",147,18,250,61,150,32
64847,"SPATA20","spermatogenesis associated 20",830,229,817,279,877,240
26033,"ATRNL1","attractin like 1",4,8,4,3,5,5
1718,"DHCR24","24-dehydrocholesterol reductase",8169,3493,10664,5317,9274,4483
23171,"GPD1L","glycerol-3-phosphate dehydrogenase 1-like",268,71,246,72,250,66
349136,"WDR86","WD repeat domain 86",5,4,5,4,4,9
57539,"WDR35","WD repeat domain 35",1688,724,1616,690,1914,833
162514,"TRPV3","transient receptor potential cation channel subfamily V member 3",557,149,509,136,450,143
150962,"PUS10","pseudouridylate synthase 10",176,25,176,39,174,67
728743,"LOC728743","zinc finger protein pseudogene",39,9,46,8,39,5
9910,"RABGAP1L","RAB GTPase activating protein 1-like",721,214,694,157,823,271
3274,"HRH2","histamine receptor H2",30,6,32,4,59,10
57001,"SDHAF3","succinate dehydrogenase complex assembly factor 3",242,62,204,56,219,62
163786,"SASS6","SAS-6 centriolar assembly protein",897,403,1007,411,1008,457
4982,"TNFRSF11B","tumor necrosis factor receptor superfamily member 11b",1,5,0,0,0,2
164592,"CCDC116","coiled-coil domain containing 116",11,16,18,10,18,11
79144,"PPDPF","pancreatic progenitor cell differentiation and proliferation factor",1805,479,1552,503,1758,623
4074,"M6PR","mannose-6-phosphate receptor, cation dependent",1860,736,1606,744,1779,805
10330,"CNPY2","canopy FGF signaling regulator 2",1588,435,1509,439,1647,613
10667,"FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial",112,65,124,49,131,76
5917,"RARS","arginyl-tRNA synthetase",2571,734,2446,782,2682,970
2774,"GNAL","G protein subunit alpha L",71,7,53,20,74,12
8614,"STC2","stanniocalcin 2",9442,2344,7168,1833,8652,3146
201514,"ZNF584","zinc finger protein 584",239,58,236,42,225,85
151188,"ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6",802,312,709,323,751,366
25859,"PART1","prostate androgen-regulated transcript 1 (non-protein coding)",2,1,1,2,0,6
1639,"DCTN1","dynactin subunit 1",5363,2275,5059,2137,5307,2356
55293,"UEVLD","UEV and lactate/malate dehyrogenase domains",389,109,333,73,344,108
100288142,"NBPF20","neuroblastoma breakpoint family member 20",32543,9208,52526,13051,37928,12028
5829,"PXN","paxillin",3609,967,2928,927,3466,1208
84314,"TMEM107","transmembrane protein 107",139,36,101,22,122,25
23219,"FBXO28","F-box protein 28",805,357,756,307,894,443
3263,"HPX","hemopexin",2,2,0,7,2,1
29843,"SENP1","SUMO1/sentrin specific peptidase 1",1325,381,1494,433,1324,463
285315,"C3orf33","chromosome 3 open reading frame 33",88,17,76,19,88,23
284800,"FAM182A","family with sequence similarity 182 member A",0,1,1,6,3,3
53833,"IL20RB","interleukin 20 receptor subunit beta",0,4,2,2,2,3
22879,"MON1B","MON1 homolog B, secretory trafficking associated",1047,418,1023,413,1056,524
196264,"MPZL3","myelin protein zero like 3",21,25,46,28,52,26
23231,"SEL1L3","SEL1L family member 3",85,42,56,51,119,57
9061,"PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1",2594,1087,2791,1308,2534,1153
114990,"VASN","vasorin",677,250,710,309,674,369
4796,"TONSL","tonsoku-like, DNA repair protein",1554,435,1435,487,1857,579
4047,"LSS","lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",2857,1095,2981,1350,2788,1323
26007,"TKFC","triokinase and FMN cyclase",761,187,733,247,735,235
80757,"TMEM121","transmembrane protein 121",14,1,13,2,21,2
26548,"ITGB1BP2","integrin subunit beta 1 binding protein 2",10,11,23,17,24,16
8991,"SELENBP1","selenium binding protein 1",0,1,0,1,1,4
57678,"GPAM","glycerol-3-phosphate acyltransferase, mitochondrial",1986,787,1979,872,1991,892
501,"ALDH7A1","aldehyde dehydrogenase 7 family member A1",1531,588,1645,721,1687,790
85464,"SSH2","slingshot protein phosphatase 2",881,237,917,310,988,304
27333,"GOLIM4","golgi integral membrane protein 4",2744,780,2739,777,2805,1077
11107,"PRDM5","PR domain 5",99,22,214,41,111,24
137682,"NDUFAF6","NADH:ubiquinone oxidoreductase complex assembly factor 6",282,73,300,96,349,95
100506606,"LOC100506606","uncharacterized LOC100506606",46,25,63,45,68,35
28227,"PPP2R3B","protein phosphatase 2 regulatory subunit B'', beta",264,51,306,94,242,54
80709,"AKNA","AT-hook transcription factor",148,25,138,43,179,50
56479,"KCNQ5","potassium voltage-gated channel subfamily Q member 5",1080,263,767,209,840,284
100506474,"LOC100506474","uncharacterized LOC100506474",2,2,2,2,1,6
1591,"CYP24A1","cytochrome P450 family 24 subfamily A member 1",10,12,2,3,12,13
9695,"EDEM1","ER degradation enhancer, mannosidase alpha-like 1",676,202,578,127,740,219
51124,"IER3IP1","immediate early response 3 interacting protein 1",1567,704,1466,594,1561,732
100130449,"PP14571","uncharacterized LOC100130449",4,2,9,14,6,7
55210,"ATAD3A","ATPase family, AAA domain containing 3A",2519,666,2226,724,2506,914
3645,"INSRR","insulin receptor-related receptor",1,0,0,4,1,4
79990,"PLEKHH3","pleckstrin homology, MyTH4 and FERM domain containing H3",415,90,268,95,355,93
6502,"SKP2","S-phase kinase-associated protein 2, E3 ubiquitin protein ligase",4880,1403,6333,1742,5483,1955
392255,"GDF6","growth differentiation factor 6",0,0,1,5,1,3
113622,"ADPRHL1","ADP-ribosylhydrolase like 1",47,5,74,12,33,10
5076,"PAX2","paired box 2",42,8,55,9,31,5
27079,"RPUSD2","RNA pseudouridylate synthase domain containing 2",398,92,430,103,425,164
23491,"CES3","carboxylesterase 3",21,15,20,20,28,13
51678,"MPP6","membrane protein, palmitoylated 6",1720,739,1875,892,2200,907
54905,"CYP2W1","cytochrome P450 family 2 subfamily W member 1",157,30,88,27,252,49
2820,"GPD2","glycerol-3-phosphate dehydrogenase 2",2854,874,2662,657,3069,1029
337876,"CHSY3","chondroitin sulfate synthase 3",12,17,4,6,33,30
3615,"IMPDH2","IMP (inosine 5'-monophosphate) dehydrogenase 2",8783,3353,7248,3185,8180,3992
55013,"CCDC109B","coiled-coil domain containing 109B",1210,325,1056,326,1160,414
5581,"PRKCE","protein kinase C epsilon",319,83,267,57,288,97
54823,"SWT1","SWT1, RNA endoribonuclease homolog",256,141,271,115,303,137
80762,"NDFIP1","Nedd4 family interacting protein 1",1298,599,1092,518,1292,553
56888,"KCMF1","potassium channel modulatory factor 1",1283,387,1279,336,1325,478
9816,"URB2","URB2 ribosome biogenesis 2 homolog (S. cerevisiae)",1257,591,1491,602,1398,632
51136,"RNFT1","ring finger protein, transmembrane 1",278,72,262,65,230,74
51299,"NRN1","neuritin 1",482,102,283,56,310,102
79644,"SRD5A3","steroid 5 alpha-reductase 3",86,19,89,13,104,32
3977,"LIFR","leukemia inhibitory factor receptor alpha",605,346,475,194,574,301
11334,"TUSC2","tumor suppressor candidate 2",644,180,615,156,691,245
6158,"RPL28","ribosomal protein L28",9438,3510,7769,3471,8939,4330
84079,"ANKRD27","ankyrin repeat domain 27",1691,465,1388,351,1551,541
84795,"PYROXD2","pyridine nucleotide-disulphide oxidoreductase domain 2",232,53,249,76,280,83
155060,"LOC155060","AI894139 pseudogene",68,17,60,15,104,18
89839,"ARHGAP11B","Rho GTPase activating protein 11B",321,153,340,140,361,175
9013,"TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C",1348,350,1119,355,1521,496
57224,"NHSL1","NHS like 1",194,91,236,100,222,122
100507567,"RAB11B-AS1","RAB11B antisense RNA 1",18,9,12,14,20,15
286075,"ZNF707","zinc finger protein 707",341,142,346,170,375,172
100506413,"DOCK4-AS1","DOCK4 antisense RNA 1",0,0,0,1,1,7
29100,"TMEM208","transmembrane protein 208",502,218,445,202,542,252
6262,"RYR2","ryanodine receptor 2",6,11,9,7,15,9
57415,"C3orf14","chromosome 3 open reading frame 14",307,132,320,121,299,189
5360,"PLTP","phospholipid transfer protein",2227,1035,1671,821,2781,1444
51308,"REEP2","receptor accessory protein 2",249,29,255,88,237,56
284440,"LINC00663","long intergenic non-protein coding RNA 663",20,0,24,6,25,2
7360,"UGP2","UDP-glucose pyrophosphorylase 2",1197,373,1217,292,1176,412
100874110,"GLYCTK-AS1","GLYCTK antisense RNA 1",2,2,3,5,3,5
64429,"ZDHHC6","zinc finger DHHC-type containing 6",1470,427,1403,398,1508,550
653645,"TBC1D3P1-DHX40P1","TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene",106,48,116,53,111,70
1463,"NCAN","neurocan",2,4,2,4,2,2
6526,"SLC5A3","solute carrier family 5 member 3",1571,461,2090,568,1984,674
90231,"KIAA2013","KIAA2013",1906,566,1989,533,1935,736
2548,"GAA","glucosidase, alpha; acid",1937,783,2168,1058,2047,928
8615,"USO1","USO1 vesicle transport factor",2854,801,2903,892,2702,1002
4681,"NBL1","neuroblastoma 1, DAN family BMP antagonist",79,13,55,7,89,25
89953,"KLC4","kinesin light chain 4",439,128,488,141,457,138
56660,"KCNK12","potassium two pore domain channel subfamily K member 12",7,0,24,1,4,1
90288,"EFCAB12","EF-hand calcium binding domain 12",7,4,6,8,13,14
154442,"BVES-AS1","BVES antisense RNA 1",46,9,83,14,70,18
285613,"RELL2","RELT like 2",113,13,83,13,119,41
79025,"C20orf195","chromosome 20 open reading frame 195",0,3,0,6,5,3
5428,"POLG","polymerase (DNA) gamma, catalytic subunit",958,378,974,435,966,447
10347,"ABCA7","ATP binding cassette subfamily A member 7",251,116,296,188,226,109
147807,"ZNF524","zinc finger protein 524",51,6,50,11,34,8
29107,"NXT1","nuclear transport factor 2-like export factor 1",553,255,561,225,521,263
9985,"REC8","REC8 meiotic recombination protein",20,20,28,38,49,14
152110,"NEK10","NIMA related kinase 10",14,14,14,8,14,11
